# RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
RG	NA19119	chr22	44352765	44370564	17800	174	40.1
RG	NA19119	chr22	44620824	44648737	27914	209	15.0
RG	NA19119	chr22	45578038	45609901	31864	275	50.7
RG	NA19119	chr22	45631434	45850649	219216	1166	39.0
RG	NA19119	chr22	47179690	47201169	21480	221	33.3
RG	NA19119	chr22	47823463	47852148	28686	276	66.7
RG	NA19119	chr22	48610446	48628820	18375	183	36.4
RG	NA19119	chr22	48734550	48779932	45383	430	64.0
RG	NA19119	chr22	48810028	48813999	3972	46	6.9
RG	NA19119	chr22	48934305	48945269	10965	243	58.4
RG	NA19119	chr22	49053478	49099236	45759	511	67.9
RG	NA19119	chr22	49126596	49138445	11850	96	11.5
RG	NA19119	chr22	49331828	49340798	8971	92	27.0
RG	NA19119	chr22	49506163	49516637	10475	96	11.9
RG	NA19119	chr22	49679606	49715118	35513	396	77.0
RG	NA19119	chr22	50558690	50626390	67701	432	34.9
RG	NA19129	chr22	16159740	16387753	228014	226	11.1
RG	NA19129	chr22	16931326	16972698	41373	266	43.4
RG	NA19129	chr22	17035994	17089915	53922	303	52.0
RG	NA19129	chr22	17414803	17428366	13564	117	33.1
RG	NA19129	chr22	17637827	17730797	92971	442	67.8
RG	NA19129	chr22	19680534	19721807	41274	268	26.6
RG	NA19129	chr22	19959240	20058821	99582	702	65.9
RG	NA19129	chr22	20990184	21022747	32564	245	46.5
RG	NA19129	chr22	22244598	22343898	99301	198	33.3
RG	NA19129	chr22	22369903	22401562	31660	241	51.6
RG	NA19129	chr22	22953655	23011181	57527	311	61.9
RG	NA19129	chr22	23146855	23164212	17358	141	17.8
RG	NA19129	chr22	23241719	23290582	48864	463	55.4
RG	NA19129	chr22	23375800	23491152	115353	460	67.3
RG	NA19129	chr22	23634054	23672335	38282	187	46.8
RG	NA19129	chr22	25796652	25858281	61630	457	61.6
RG	NA19129	chr22	25983243	26017300	34058	293	62.3
RG	NA19129	chr22	26067505	26130205	62701	410	37.8
RG	NA19129	chr22	26293734	26320749	27016	205	45.0
RG	NA19129	chr22	26366577	26407790	41214	327	53.5
RG	NA19129	chr22	26517935	26574574	56640	298	48.9
RG	NA19129	chr22	27480015	27504064	24050	224	29.5
RG	NA19129	chr22	27636627	27784446	147820	1043	86.0
RG	NA19129	chr22	32276704	32307184	30481	186	43.2
RG	NA19129	chr22	32580255	32599685	19431	150	36.7
RG	NA19129	chr22	34046937	34075940	29004	199	25.3
RG	NA19129	chr22	34154472	34178579	24108	155	32.0
RG	NA19129	chr22	34361922	34402038	40117	314	24.0
RG	NA19129	chr22	35161516	35172983	11468	76	29.4
RG	NA19129	chr22	35226296	35325098	98803	468	49.1
RG	NA19129	chr22	35590055	35642520	52466	322	35.3
RG	NA19129	chr22	35663283	36049428	386146	1216	67.6
RG	NA19129	chr22	36056697	36130914	74218	299	34.0
RG	NA19129	chr22	36359429	36439037	79609	402	47.7
RG	NA19129	chr22	36516368	36525155	8788	66	24.3
RG	NA19129	chr22	36757149	36782017	24869	154	32.0
RG	NA19129	chr22	37189056	37218788	29733	229	55.4
RG	NA19129	chr22	38220198	38258647	38450	238	53.1
RG	NA19129	chr22	39012591	39099311	86721	469	65.4
RG	NA19129	chr22	39378283	39426648	48366	207	16.4
RG	NA19129	chr22	40684132	40863619	179488	726	26.6
RG	NA19129	chr22	41201564	41218631	17068	66	23.7
RG	NA19129	chr22	41981847	42287838	305992	1216	41.1
RG	NA19129	chr22	43015375	43071804	56430	260	47.4
RG	NA19129	chr22	43100489	43177486	76998	522	72.0
RG	NA19129	chr22	44168958	44180578	11621	97	13.2
RG	NA19129	chr22	44219173	44242226	23054	167	12.5
RG	NA19129	chr22	44415185	44423092	7908	93	18.8
RG	NA19129	chr22	44809443	44842408	32966	265	52.4
RG	NA19129	chr22	46230609	46323648	93040	547	70.6
RG	NA19129	chr22	47097935	47122594	24660	219	21.4
RG	NA19129	chr22	47275070	47284822	9753	99	11.4
RG	NA19129	chr22	47636687	47748643	111957	912	64.7
RG	NA19129	chr22	47998418	48027797	29380	251	28.7
RG	NA19129	chr22	48508738	48577190	68453	623	59.9
RG	NA19129	chr22	49038806	49051896	13091	158	48.8
RG	NA19129	chr22	49383054	49406423	23370	250	54.0
RG	NA19129	chr22	50235397	50280265	44869	288	19.9
RG	NA19131	chr22	16122492	16603611	481120	372	50.2
RG	NA19131	chr22	16794504	16866025	71522	489	83.8
RG	NA19131	chr22	17602152	17619545	17394	85	13.8
RG	NA19131	chr22	19450585	19529289	78705	364	38.3
RG	NA19131	chr22	22713207	22738717	25511	265	63.7
RG	NA19131	chr22	22790315	22810531	20217	138	52.4
RG	NA19131	chr22	23238699	23290582	51884	483	46.5
RG	NA19131	chr22	23373279	23473015	99737	439	77.1
RG	NA19131	chr22	23919828	24212294	292467	923	82.0
RG	NA19131	chr22	24456137	24493846	37710	120	15.6
RG	NA19131	chr22	26267455	26284674	17220	126	19.5
RG	NA19131	chr22	27286634	27376463	89830	739	86.4
RG	NA19131	chr22	30559735	30748397	188663	822	62.5
RG	NA19131	chr22	32290479	32308240	17762	119	24.2
RG	NA19131	chr22	32349038	32420660	71623	519	69.0
RG	NA19131	chr22	33000297	33045354	45058	220	32.6
RG	NA19131	chr22	33572230	33916375	344146	2328	81.9
RG	NA19131	chr22	35072496	35077782	5287	50	13.4
RG	NA19131	chr22	35660105	35675150	15046	85	58.7
RG	NA19131	chr22	36682655	36796640	113986	639	74.8
RG	NA19131	chr22	37022070	37043862	21793	115	16.5
RG	NA19131	chr22	39204490	39223221	18732	103	20.9
RG	NA19131	chr22	40820767	41006104	185338	560	55.7
RG	NA19131	chr22	41232898	42474996	1242099	5180	86.4
RG	NA19131	chr22	43187819	43213904	26086	229	23.6
RG	NA19131	chr22	44186212	44296530	110319	887	77.6
RG	NA19131	chr22	44304227	44360793	56567	462	63.5
RG	NA19131	chr22	44415185	44423092	7908	93	42.3
RG	NA19131	chr22	44846623	44869152	22530	340	39.0
RG	NA19131	chr22	45616607	45782129	165523	892	37.2
RG	NA19131	chr22	45845780	45874441	28662	187	34.0
RG	NA19131	chr22	46091648	46115662	24015	243	34.4
RG	NA19131	chr22	46605366	46622971	17606	156	45.5
RG	NA19131	chr22	46733754	46762035	28282	259	47.1
RG	NA19131	chr22	46826626	46871746	45121	317	32.1
RG	NA19131	chr22	47339537	47363212	23676	221	32.1
RG	NA19131	chr22	47944318	47965177	20860	129	49.9
RG	NA19131	chr22	48689666	48694467	4802	75	12.3
RG	NA19131	chr22	48785931	48833889	47959	510	76.9
RG	NA19131	chr22	49693223	49717456	24234	251	50.3
RG	NA19131	chr22	49957545	49995916	38372	242	21.5
RG	NA19137	chr22	17100015	17383990	283976	1535	82.2
RG	NA19137	chr22	20797130	20868913	71784	375	30.7
RG	NA19137	chr22	21443272	21556360	113089	94	13.9
RG	NA19137	chr22	22066514	22081401	14888	130	24.7
RG	NA19137	chr22	22224948	22241598	16651	144	28.3
RG	NA19137	chr22	22453685	22515739	62055	302	11.2
RG	NA19137	chr22	22737363	22763798	26436	242	45.9
RG	NA19137	chr22	22814132	22837491	23360	152	62.5
RG	NA19137	chr22	22906871	22931070	24200	247	22.8
RG	NA19137	chr22	23155406	23181430	26025	172	11.7
RG	NA19137	chr22	24454685	24493846	39162	124	40.9
RG	NA19137	chr22	24692259	24745439	53181	349	58.4
RG	NA19137	chr22	25107699	25206714	99016	559	58.1
RG	NA19137	chr22	25251258	25291539	40282	219	43.0
RG	NA19137	chr22	26242238	26260600	18363	169	33.9
RG	NA19137	chr22	26662285	26720916	58632	378	68.2
RG	NA19137	chr22	26808958	26904121	95164	730	81.2
RG	NA19137	chr22	27168845	27213347	44503	297	33.0
RG	NA19137	chr22	28736350	28913276	176927	703	50.8
RG	NA19137	chr22	32290479	32308240	17762	121	34.6
RG	NA19137	chr22	32449014	32462441	13428	71	20.4
RG	NA19137	chr22	32787841	32845782	57942	358	18.0
RG	NA19137	chr22	32880100	32932294	52195	288	49.3
RG	NA19137	chr22	33137159	33164097	26939	176	18.1
RG	NA19137	chr22	35004793	35082416	77624	486	62.3
RG	NA19137	chr22	35132470	35231898	99429	710	76.9
RG	NA19137	chr22	36166261	36196685	30425	371	29.0
RG	NA19137	chr22	37214335	37258807	44473	394	76.0
RG	NA19137	chr22	37349079	37399716	50638	464	52.6
RG	NA19137	chr22	38343486	38472138	128653	493	55.5
RG	NA19137	chr22	38636265	38715352	79088	267	29.6
RG	NA19137	chr22	39199915	39263455	63541	412	45.3
RG	NA19137	chr22	40684132	40752733	68602	306	31.1
RG	NA19137	chr22	42519705	42616495	96791	465	27.5
RG	NA19137	chr22	43863195	43928075	64881	464	54.0
RG	NA19137	chr22	46604188	46612849	8662	85	45.7
RG	NA19137	chr22	47544736	47575292	30557	276	48.2
RG	NA19137	chr22	47780496	47816046	35551	311	60.7
RG	NA19137	chr22	47822499	47852148	29650	286	64.9
RG	NA19137	chr22	47875793	47932845	57053	587	65.1
RG	NA19137	chr22	47970458	48066995	96538	757	70.3
RG	NA19137	chr22	48089828	48105231	15404	119	20.7
RG	NA19137	chr22	48150078	48181730	31653	296	41.0
RG	NA19137	chr22	48197948	48256372	58425	487	62.7
RG	NA19137	chr22	48396734	48413492	16759	163	7.6
RG	NA19137	chr22	48809278	48823779	14502	146	21.0
RG	NA19137	chr22	48940855	48944194	3340	109	29.8
RG	NA19137	chr22	50059747	50131238	71492	501	26.7
RG	NA19138	chr22	16793482	16833261	39780	267	40.6
RG	NA19138	chr22	19321484	19472909	151426	610	38.1
RG	NA19138	chr22	19598810	19607671	8862	78	44.5
RG	NA19138	chr22	19646611	19669134	22524	179	14.8
RG	NA19138	chr22	19886328	19943261	56934	460	63.1
RG	NA19138	chr22	20018477	20149542	131066	681	27.4
RG	NA19138	chr22	20236600	20258211	21612	129	36.8
RG	NA19138	chr22	20976333	20989909	13577	113	17.9
RG	NA19138	chr22	21043051	21101773	58723	346	60.8
RG	NA19138	chr22	22143100	22168805	25706	284	54.5
RG	NA19138	chr22	22175954	22182456	6503	70	25.4
RG	NA19138	chr22	22198015	22203134	5120	86	13.6
RG	NA19138	chr22	22388178	22404515	16338	121	22.9
RG	NA19138	chr22	22546609	22680749	134141	749	80.5
RG	NA19138	chr22	22713207	22906870	193664	1605	83.9
RG	NA19138	chr22	22960786	23011181	50396	254	50.4
RG	NA19138	chr22	24091748	24192795	101048	442	57.5
RG	NA19138	chr22	24826935	24841311	14377	100	23.8
RG	NA19138	chr22	25547708	25582312	34605	184	13.6
RG	NA19138	chr22	25652394	25772366	119973	570	53.2
RG	NA19138	chr22	26297374	26321235	23862	175	23.9
RG	NA19138	chr22	27480015	27500947	20933	204	11.1
RG	NA19138	chr22	31348023	31685074	337052	1073	17.1
RG	NA19138	chr22	32508551	32584422	75872	531	33.7
RG	NA19138	chr22	33628606	33680875	52270	341	71.2
RG	NA19138	chr22	34137646	34158739	21094	108	21.2
RG	NA19138	chr22	34336799	34358869	22071	158	25.0
RG	NA19138	chr22	34756116	34901061	144946	834	60.1
RG	NA19138	chr22	35592612	35640841	48230	297	23.4
RG	NA19138	chr22	35660105	35676335	16231	99	19.0
RG	NA19138	chr22	36166261	36179562	13302	205	35.5
RG	NA19138	chr22	36546441	36582138	35698	247	35.9
RG	NA19138	chr22	36609119	36661485	52367	333	40.5
RG	NA19138	chr22	36797910	36814425	16516	118	24.5
RG	NA19138	chr22	36852778	36885383	32606	241	50.4
RG	NA19138	chr22	37102624	37142946	40323	358	62.0
RG	NA19138	chr22	37320379	37360233	39855	334	75.4
RG	NA19138	chr22	39070827	39098626	27800	182	38.9
RG	NA19138	chr22	39326403	39354236	27834	128	13.3
RG	NA19138	chr22	42548713	42621050	72338	388	15.7
RG	NA19138	chr22	43019097	43031143	12047	61	17.0
RG	NA19138	chr22	43095316	43127113	31798	172	16.1
RG	NA19138	chr22	43340366	43363343	22978	145	30.6
RG	NA19138	chr22	44145089	44185523	40435	343	73.5
RG	NA19138	chr22	44223697	44262388	38692	264	48.8
RG	NA19138	chr22	44773287	44789558	16272	159	29.9
RG	NA19138	chr22	45139249	45236647	97399	698	75.9
RG	NA19138	chr22	46203070	46325596	122527	684	60.0
RG	NA19138	chr22	46371162	46405614	34453	293	59.2
RG	NA19138	chr22	47150803	47165379	14577	232	54.9
RG	NA19138	chr22	47291845	47330289	38445	328	27.8
RG	NA19138	chr22	47533022	47551530	18509	165	54.7
RG	NA19138	chr22	47694783	47715821	21039	170	11.4
RG	NA19138	chr22	47750742	47819063	68322	595	54.6
RG	NA19138	chr22	48208807	48217507	8701	82	56.6
RG	NA19138	chr22	48537985	48560372	22388	224	26.9
RG	NA19138	chr22	48687167	48696272	9106	122	32.1
RG	NA19138	chr22	49138457	49146651	8195	130	12.9
RG	NA19138	chr22	49413061	49430349	17289	157	34.5
RG	NA19138	chr22	50052243	50166851	114609	796	69.3
RG	NA19138	chr22	50303917	50459263	155347	740	36.4
RG	NA19141	chr22	16599974	16704288	104315	201	29.8
RG	NA19141	chr22	16748669	16834044	85376	417	48.5
RG	NA19141	chr22	17192280	17216394	24115	117	22.2
RG	NA19141	chr22	17804824	17829079	24256	203	20.5
RG	NA19141	chr22	19923632	19944145	20514	142	16.8
RG	NA19141	chr22	21568741	21631702	62962	296	38.1
RG	NA19141	chr22	22209818	22224581	14764	149	51.7
RG	NA19141	chr22	22854803	22877569	22767	183	31.9
RG	NA19141	chr22	22960786	23024013	63228	323	66.4
RG	NA19141	chr22	23200976	23240861	39886	329	30.1
RG	NA19141	chr22	25273206	25525128	251923	1478	89.7
RG	NA19141	chr22	25982456	26017300	34845	297	64.1
RG	NA19141	chr22	26130384	26216789	86406	449	42.9
RG	NA19141	chr22	26267455	26285211	17757	131	40.2
RG	NA19141	chr22	26369050	26396025	26976	227	25.6
RG	NA19141	chr22	26672629	26720916	48288	299	49.5
RG	NA19141	chr22	27143446	27166945	23500	211	25.1
RG	NA19141	chr22	27377780	27396233	18454	167	49.2
RG	NA19141	chr22	30503722	30602296	98575	475	54.8
RG	NA19141	chr22	31181413	31931531	750119	2501	28.2
RG	NA19141	chr22	32270100	32349279	79180	607	43.1
RG	NA19141	chr22	33303990	33343606	39617	334	75.5
RG	NA19141	chr22	34050599	34090868	40270	273	44.7
RG	NA19141	chr22	35590055	35670344	80290	460	50.0
RG	NA19141	chr22	36180611	36198953	18343	172	56.7
RG	NA19141	chr22	36688795	36745422	56628	326	61.4
RG	NA19141	chr22	36948061	36964375	16315	145	36.2
RG	NA19141	chr22	38163943	38176575	12633	91	34.4
RG	NA19141	chr22	38475408	38754814	279407	976	77.9
RG	NA19141	chr22	40684132	41008872	324741	1125	52.0
RG	NA19141	chr22	42296280	42316937	20658	130	41.7
RG	NA19141	chr22	43899480	43927056	27577	192	48.1
RG	NA19141	chr22	44129211	44152521	23311	166	28.5
RG	NA19141	chr22	44371494	44404047	32554	372	70.8
RG	NA19141	chr22	45621735	45644469	22735	166	30.8
RG	NA19141	chr22	46415602	46438383	22782	201	11.6
RG	NA19141	chr22	46507451	46528357	20907	190	38.0
RG	NA19141	chr22	47404124	47445815	41692	353	30.9
RG	NA19141	chr22	47744999	47769516	24518	200	18.7
RG	NA19141	chr22	48650638	48674136	23499	382	73.0
RG	NA19141	chr22	48807383	48818843	11461	114	33.0
RG	NA19141	chr22	49201294	49262566	61273	751	70.4
RG	NA19141	chr22	49548053	49571801	23749	225	45.4
RG	NA19141	chr22	49612047	49661617	49571	437	54.4
RG	NA19141	chr22	49688870	49705241	16372	205	40.2
RG	NA19143	chr22	16794504	16876057	81554	495	74.6
RG	NA19143	chr22	17361421	17378605	17185	80	43.3
RG	NA19143	chr22	17724997	17751497	26501	174	30.3
RG	NA19143	chr22	20156760	20206338	49579	434	73.5
RG	NA19143	chr22	22086902	22108435	21534	242	31.6
RG	NA19143	chr22	22226733	22244075	17343	161	11.7
RG	NA19143	chr22	22399547	22430621	31075	229	47.0
RG	NA19143	chr22	22545569	22554000	8432	74	24.3
RG	NA19143	chr22	22680761	22704670	23910	204	43.3
RG	NA19143	chr22	23193252	23237610	44359	382	27.1
RG	NA19143	chr22	25241218	25525128	283911	1619	82.7
RG	NA19143	chr22	26843842	26893488	49647	390	68.0
RG	NA19143	chr22	26971681	26989316	17636	156	16.2
RG	NA19143	chr22	27167312	27214539	47228	322	47.4
RG	NA19143	chr22	27605652	27667264	61613	460	67.1
RG	NA19143	chr22	28689804	29053066	363263	1475	40.0
RG	NA19143	chr22	29160909	29213378	52470	270	34.3
RG	NA19143	chr22	29721573	29766210	44638	270	39.3
RG	NA19143	chr22	30500839	30703940	203102	965	68.0
RG	NA19143	chr22	31457033	31685074	228042	825	32.7
RG	NA19143	chr22	31831185	32013973	182789	707	43.6
RG	NA19143	chr22	32277500	32331406	53907	382	58.7
RG	NA19143	chr22	33372889	33408315	35427	267	51.4
RG	NA19143	chr22	34109026	34158739	49714	289	55.3
RG	NA19143	chr22	34358206	34412113	53908	425	69.1
RG	NA19143	chr22	35161516	35170476	8961	48	20.2
RG	NA19143	chr22	37317571	37359168	41598	352	48.0
RG	NA19143	chr22	38164968	38176575	11608	83	33.5
RG	NA19143	chr22	38282381	38399533	117153	412	11.3
RG	NA19143	chr22	41380135	41530530	150396	513	21.2
RG	NA19143	chr22	41581711	41827754	246044	893	58.3
RG	NA19143	chr22	42933535	43015322	81788	476	46.9
RG	NA19143	chr22	43371793	43470797	99005	736	65.3
RG	NA19143	chr22	44672625	44690010	17386	142	21.0
RG	NA19143	chr22	44735986	44753614	17629	127	12.2
RG	NA19143	chr22	45995243	46055967	60725	436	38.7
RG	NA19143	chr22	46200239	46376355	176117	1148	72.5
RG	NA19143	chr22	47156832	47167585	10754	173	20.7
RG	NA19143	chr22	47222295	47252047	29753	250	24.9
RG	NA19143	chr22	47602684	47625903	23220	234	42.6
RG	NA19143	chr22	47857384	47899013	41630	335	45.1
RG	NA19143	chr22	48652419	48662079	9661	158	21.3
RG	NA19143	chr22	48936743	48944194	7452	195	44.2
RG	NA19143	chr22	49324542	49340262	15721	177	17.8
RG	NA19144	chr22	16719239	16839200	119962	558	47.1
RG	NA19144	chr22	16924296	17013040	88745	530	63.7
RG	NA19144	chr22	19523195	19610383	87189	545	69.7
RG	NA19144	chr22	22130737	22143005	12269	160	24.1
RG	NA19144	chr22	22443535	22508126	64592	341	40.5
RG	NA19144	chr22	22524758	22556814	32057	194	31.6
RG	NA19144	chr22	22688121	22748098	59978	643	80.9
RG	NA19144	chr22	23817055	23844171	27117	204	34.3
RG	NA19144	chr22	25765671	25797258	31588	272	44.3
RG	NA19144	chr22	25900064	25921070	21007	159	36.2
RG	NA19144	chr22	26024677	26060215	35539	261	51.5
RG	NA19144	chr22	26223021	26322300	99280	750	87.1
RG	NA19144	chr22	26756823	26784387	27565	188	17.2
RG	NA19144	chr22	26790358	26798665	8308	76	14.2
RG	NA19144	chr22	27735792	27771136	35345	199	19.0
RG	NA19144	chr22	32623157	32650124	26968	189	24.5
RG	NA19144	chr22	34750522	34883750	133229	774	67.4
RG	NA19144	chr22	36971161	37014505	43345	352	31.5
RG	NA19144	chr22	37088314	37115811	27498	270	50.2
RG	NA19144	chr22	37221076	37242627	21552	207	56.8
RG	NA19144	chr22	37285397	37309632	24236	171	20.0
RG	NA19144	chr22	37582443	37611452	29010	160	16.0
RG	NA19144	chr22	37656284	37688709	32426	164	33.6
RG	NA19144	chr22	40684132	40752733	68602	306	36.9
RG	NA19144	chr22	42934401	42960928	26528	175	10.7
RG	NA19144	chr22	43019097	43040049	20953	92	20.2
RG	NA19144	chr22	43428536	43446214	17679	167	22.6
RG	NA19144	chr22	44183782	44233507	49726	409	72.8
RG	NA19144	chr22	44536330	44545947	9618	116	21.4
RG	NA19144	chr22	44709229	45047239	338011	2964	87.4
RG	NA19144	chr22	46096072	46123483	27412	302	30.0
RG	NA19144	chr22	46559824	46574452	14629	112	26.4
RG	NA19144	chr22	47055472	47096937	41466	383	59.4
RG	NA19144	chr22	48318539	48344644	26106	285	53.1
RG	NA19144	chr22	48705898	48712726	6829	119	49.9
RG	NA19144	chr22	48807383	48858812	51430	531	70.6
RG	NA19144	chr22	49605124	49629151	24028	216	16.0
RG	NA19147	chr22	17457582	17490876	33295	232	40.7
RG	NA19147	chr22	17640192	17741930	101739	501	73.0
RG	NA19147	chr22	17880174	17968199	88026	683	72.8
RG	NA19147	chr22	20028451	20037244	8794	68	19.6
RG	NA19147	chr22	20240942	20276416	35475	191	38.1
RG	NA19147	chr22	22130737	22161823	31087	340	52.6
RG	NA19147	chr22	22759750	22772500	12751	125	36.7
RG	NA19147	chr22	26073577	26130205	56629	379	34.0
RG	NA19147	chr22	26649439	26731187	81749	526	62.7
RG	NA19147	chr22	26902122	26931738	29617	237	50.2
RG	NA19147	chr22	26970956	26998282	27327	250	33.5
RG	NA19147	chr22	27136028	27158265	22238	194	22.8
RG	NA19147	chr22	33410017	33445244	35228	199	15.7
RG	NA19147	chr22	33506407	33557552	51146	353	35.9
RG	NA19147	chr22	33918132	34110393	192262	1109	77.9
RG	NA19147	chr22	35136741	35209725	72985	538	59.8
RG	NA19147	chr22	35226772	35352721	125950	639	51.2
RG	NA19147	chr22	36359429	36463036	103608	538	55.3
RG	NA19147	chr22	36758940	36796640	37701	221	30.2
RG	NA19147	chr22	37185437	37215644	30208	222	16.0
RG	NA19147	chr22	37285945	37307488	21544	155	15.8
RG	NA19147	chr22	37539865	37565084	25220	117	15.2
RG	NA19147	chr22	38147958	38167922	19965	102	10.4
RG	NA19147	chr22	43472495	43876356	403862	2433	80.6
RG	NA19147	chr22	44214232	44296530	82299	686	72.0
RG	NA19147	chr22	44413313	44423353	10041	106	16.9
RG	NA19147	chr22	44563957	44595843	31887	270	65.6
RG	NA19147	chr22	44687170	44700342	13173	87	10.3
RG	NA19147	chr22	45024171	45047239	23069	214	18.7
RG	NA19147	chr22	45528232	45546692	18461	157	46.1
RG	NA19147	chr22	45576000	45618714	42715	340	44.4
RG	NA19147	chr22	46227549	46382600	155052	1065	78.2
RG	NA19147	chr22	46402690	46439140	36451	328	50.9
RG	NA19147	chr22	46741368	46871746	130379	953	69.1
RG	NA19147	chr22	47050971	47096937	45967	454	62.9
RG	NA19147	chr22	47155062	47172123	17062	262	45.8
RG	NA19147	chr22	47221724	47237094	15371	136	34.5
RG	NA19147	chr22	47547096	47571510	24415	224	41.1
RG	NA19147	chr22	48290908	48296741	5834	58	11.0
RG	NA19147	chr22	48326690	48341072	14383	148	17.0
RG	NA19147	chr22	48422792	48438955	16164	216	28.0
RG	NA19147	chr22	48632368	48679843	47476	640	71.2
RG	NA19147	chr22	48991961	49006946	14986	144	15.3
RG	NA19147	chr22	49197517	49201563	4047	75	39.3
RG	NA19147	chr22	50663268	50711545	48278	275	52.3
RG	NA19152	chr22	16837792	16912095	74304	200	51.9
RG	NA19152	chr22	17350748	17382326	31579	158	25.3
RG	NA19152	chr22	17422021	17429836	7816	74	46.2
RG	NA19152	chr22	17444060	17453499	9440	76	17.7
RG	NA19152	chr22	17857481	17914806	57326	410	30.1
RG	NA19152	chr22	21443272	21633273	190002	426	20.5
RG	NA19152	chr22	22245262	22339480	94219	165	34.3
RG	NA19152	chr22	22687532	22748098	60567	644	82.7
RG	NA19152	chr22	22814861	22838025	23165	146	18.0
RG	NA19152	chr22	23506893	23530163	23271	275	46.5
RG	NA19152	chr22	23771143	23811332	40190	188	73.9
RG	NA19152	chr22	23898535	23908082	9548	106	16.4
RG	NA19152	chr22	24976324	25019628	43305	197	16.4
RG	NA19152	chr22	25107699	25206714	99016	561	60.2
RG	NA19152	chr22	25934461	25953468	19008	163	38.6
RG	NA19152	chr22	26666074	26724240	58167	382	52.2
RG	NA19152	chr22	26848913	26865476	16564	140	40.7
RG	NA19152	chr22	26904758	26941891	37134	312	26.8
RG	NA19152	chr22	27448635	27486547	37913	275	29.3
RG	NA19152	chr22	27500979	27519817	18839	145	17.9
RG	NA19152	chr22	29160909	29215876	54968	284	47.0
RG	NA19152	chr22	32751508	32843579	92072	645	37.7
RG	NA19152	chr22	33132118	33164690	32573	202	36.1
RG	NA19152	chr22	34410562	34451504	40943	364	39.6
RG	NA19152	chr22	34592895	34631402	38508	250	41.2
RG	NA19152	chr22	34948328	34974675	26348	182	15.5
RG	NA19152	chr22	35599622	35634072	34451	193	36.6
RG	NA19152	chr22	36609119	36679306	70188	449	63.3
RG	NA19152	chr22	36870075	36929662	59588	451	60.6
RG	NA19152	chr22	37836498	38050865	214368	802	21.7
RG	NA19152	chr22	38220198	38231783	11586	77	28.0
RG	NA19152	chr22	39434838	39699557	264720	1524	86.0
RG	NA19152	chr22	40033729	40752733	719005	2485	70.5
RG	NA19152	chr22	44723345	44762148	38804	327	63.7
RG	NA19152	chr22	44775128	44814786	39659	376	40.2
RG	NA19152	chr22	47097016	47131002	33987	317	34.1
RG	NA19152	chr22	47204091	47256027	51937	400	67.3
RG	NA19152	chr22	47919032	47943061	24030	219	23.6
RG	NA19152	chr22	48604493	48610409	5917	85	73.0
RG	NA19152	chr22	48754838	48780839	26002	210	24.5
RG	NA19152	chr22	48926733	48947637	20905	352	53.8
RG	NA19152	chr22	49076603	49129777	53175	648	78.0
RG	NA19152	chr22	49140482	49146651	6170	97	21.8
RG	NA19152	chr22	49162503	49263621	101119	1288	90.0
RG	NA19152	chr22	49987069	50016048	28980	168	31.3
RG	NA19153	chr22	16159740	16425548	265809	244	17.9
RG	NA19153	chr22	16796579	16824597	28019	197	25.5
RG	NA19153	chr22	17640192	17741930	101739	501	72.3
RG	NA19153	chr22	18136084	18947922	811839	175	46.4
RG	NA19153	chr22	20506644	20591032	84389	470	16.5
RG	NA19153	chr22	22053310	22083161	29852	261	59.9
RG	NA19153	chr22	22547359	22563115	15757	140	22.2
RG	NA19153	chr22	23168457	23235375	66919	509	71.5
RG	NA19153	chr22	23716745	23837735	120991	631	77.6
RG	NA19153	chr22	26297374	26322300	24927	184	44.8
RG	NA19153	chr22	26930258	26958810	28553	293	51.7
RG	NA19153	chr22	27617635	27702568	84934	654	63.3
RG	NA19153	chr22	27799065	27840432	41368	213	29.3
RG	NA19153	chr22	31723059	31931531	208473	759	50.0
RG	NA19153	chr22	33123468	33146478	23011	157	34.8
RG	NA19153	chr22	34178579	34186862	8284	69	34.3
RG	NA19153	chr22	35649149	35658100	8952	35	12.0
RG	NA19153	chr22	36139280	36179848	40569	386	70.1
RG	NA19153	chr22	36972837	37014505	41669	330	48.2
RG	NA19153	chr22	37124855	37142946	18092	157	17.3
RG	NA19153	chr22	37312606	37358894	46289	398	47.2
RG	NA19153	chr22	37685317	37800382	115066	616	34.4
RG	NA19153	chr22	39041896	39090392	48497	240	19.4
RG	NA19153	chr22	39263482	39343248	79767	513	58.0
RG	NA19153	chr22	39708895	41218631	1509737	5304	76.2
RG	NA19153	chr22	41574905	41652190	77286	264	30.4
RG	NA19153	chr22	43416825	43444887	28063	268	59.8
RG	NA19153	chr22	43924245	44005862	81618	532	73.3
RG	NA19153	chr22	44437700	44442790	5091	98	22.8
RG	NA19153	chr22	45110176	45119733	9558	83	22.3
RG	NA19153	chr22	45262089	45274737	12649	94	30.3
RG	NA19153	chr22	45898431	45957166	58736	659	83.1
RG	NA19153	chr22	46179326	46369816	190491	1227	83.9
RG	NA19153	chr22	46523598	46577767	54170	439	78.2
RG	NA19153	chr22	46588203	46693122	104920	869	70.3
RG	NA19153	chr22	47062939	47145330	82392	774	74.6
RG	NA19153	chr22	48652419	48665037	12619	218	50.6
RG	NA19153	chr22	48705898	48712513	6616	114	42.1
RG	NA19153	chr22	48928555	48942859	14305	237	41.9
